
==> Dump Arguments:
pruning method: intermittent
visible gpus: 7
sensitivity analysis: OFF
overall pruning ratio: 0.2
stage: 3

0
0

==> Setting params:
batch_size : 600
test_batch_size : 600
epochs : 500
lr_epochs : 500
lr : 0.0001
momentum : 0.9
weight_decay : 0.0001
no_cuda : False
seed : 1
log_interval : 100
arch : HAR
pretrained : saved_models/intermittent/HAR/stage_2.pth.tar
evaluate : False
retrain : False
prune : intermittent
prune_shape : vector
prune_target : None
stage : 3
debug : -1
candidates_pruning_ratios : [0.0, 0.0, 0.0, 0.0]
gpus : [0]
visible_gpus : 7
learning_rate_list : [0.0001]
sa : True
sen_ana : False
overall_pruning_ratio : 0.2
cuda : False
====================

Download HAR dataset ...
Download HAR dataset ...
HAR_CNN(
  (conv1): Conv2d(9, 18, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv1): ReLU()
  (pool1): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (conv2): Conv2d(18, 36, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv2): ReLU()
  (pool2): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (conv3): Conv2d(36, 72, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv3): ReLU()
  (pool3): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (ip1): Linear(in_features=1152, out_features=6, bias=True)
)
==> Start pruning ...
[3072, 2304, 2880, 310]
===> Starting Simulated Annealing...
[Iter 0] cur_temp: 100.00 | stop_temp: 20.00 | Loss: -inf | Best perf: -inf[Iter 1] cur_temp: 90.00 | stop_temp: 20.00 | Loss: -2.8755 | Best perf: -2.8755[Iter 2] cur_temp: 81.00 | stop_temp: 20.00 | Loss: -0.7987 | Best perf: -0.7987[Iter 3] cur_temp: 72.90 | stop_temp: 20.00 | Loss: -1.3671 | Best perf: -0.7987[Iter 4] cur_temp: 65.61 | stop_temp: 20.00 | Loss: -2.8755 | Best perf: -0.7987[Iter 5] cur_temp: 59.05 | stop_temp: 20.00 | Loss: -1.3671 | Best perf: -0.7987[Iter 6] cur_temp: 53.14 | stop_temp: 20.00 | Loss: -0.7307 | Best perf: -0.7307[Iter 7] cur_temp: 47.83 | stop_temp: 20.00 | Loss: -0.7987 | Best perf: -0.7307[Iter 8] cur_temp: 43.05 | stop_temp: 20.00 | Loss: -0.7307 | Best perf: -0.7307[Iter 9] cur_temp: 38.74 | stop_temp: 20.00 | Loss: -0.7307 | Best perf: -0.7307[Iter 10] cur_temp: 34.87 | stop_temp: 20.00 | Loss: -0.7307 | Best perf: -0.7307[Iter 11] cur_temp: 31.38 | stop_temp: 20.00 | Loss: -1.3142 | Best perf: -0.7307[Iter 12] cur_temp: 28.24 | stop_temp: 20.00 | Loss: -1.2196 | Best perf: -0.7307[Iter 13] cur_temp: 25.42 | stop_temp: 20.00 | Loss: -1.2196 | Best perf: -0.7307[Iter 14] cur_temp: 22.88 | stop_temp: 20.00 | Loss: -0.9427 | Best perf: -0.7307[Iter 15] cur_temp: 20.59 | stop_temp: 20.00 | Loss: -0.9427 | Best perf: -0.7307
------------------------------------------------------------------
- Intermittent-aware weight pruning info:
- Layer 0:        216 /        324 (66.7%) weights are pruned
- Layer 1:        864 /       1296 (66.7%) weights are pruned
- Layer 2:       4104 /       5184 (79.2%) weights are pruned
- Layer 3:       1952 /       6912 (28.2%) weights are pruned
- Total  :       7136 /      13716 (52.0%) weights are pruned
------------------------------------------------------------------

[Epoch: 1| Loss: 0.5699| Accuracy: 82.97| Best Accuracy: 82.97]
[Epoch: 2| Loss: 0.4992| Accuracy: 84.56| Best Accuracy: 84.56]
[Epoch: 3| Loss: 0.4715| Accuracy: 86.09| Best Accuracy: 86.09]
[Epoch: 4| Loss: 0.4555| Accuracy: 86.12| Best Accuracy: 86.12]
[Epoch: 5| Loss: 0.4430| Accuracy: 86.36| Best Accuracy: 86.36]
[Epoch: 6| Loss: 0.4327| Accuracy: 86.97| Best Accuracy: 86.97]
[Epoch: 7| Loss: 0.4240| Accuracy: 87.00| Best Accuracy: 87.00]
[Epoch: 8| Loss: 0.4163| Accuracy: 87.21| Best Accuracy: 87.21]
[Epoch: 9| Loss: 0.4093| Accuracy: 87.24| Best Accuracy: 87.24]
[Epoch: 10| Loss: 0.4029| Accuracy: 87.38| Best Accuracy: 87.38]
[Epoch: 11| Loss: 0.3971| Accuracy: 87.38| Best Accuracy: 87.38]
[Epoch: 12| Loss: 0.3918| Accuracy: 87.58| Best Accuracy: 87.58]
[Epoch: 13| Loss: 0.3869| Accuracy: 87.75| Best Accuracy: 87.75]
[Epoch: 14| Loss: 0.3823| Accuracy: 87.82| Best Accuracy: 87.82]
[Epoch: 15| Loss: 0.3781| Accuracy: 87.92| Best Accuracy: 87.92]
[Epoch: 16| Loss: 0.3741| Accuracy: 87.89| Best Accuracy: 87.92]
[Epoch: 17| Loss: 0.3704| Accuracy: 87.99| Best Accuracy: 87.99]
[Epoch: 18| Loss: 0.3670| Accuracy: 88.16| Best Accuracy: 88.16]
[Epoch: 19| Loss: 0.3637| Accuracy: 88.16| Best Accuracy: 88.16]
[Epoch: 20| Loss: 0.3607| Accuracy: 88.19| Best Accuracy: 88.19]
[Epoch: 21| Loss: 0.3578| Accuracy: 88.16| Best Accuracy: 88.19]
[Epoch: 22| Loss: 0.3551| Accuracy: 88.29| Best Accuracy: 88.29]
[Epoch: 23| Loss: 0.3526| Accuracy: 88.36| Best Accuracy: 88.36]
[Epoch: 24| Loss: 0.3502| Accuracy: 88.50| Best Accuracy: 88.50]
[Epoch: 25| Loss: 0.3480| Accuracy: 88.53| Best Accuracy: 88.53]
[Epoch: 26| Loss: 0.3458| Accuracy: 88.63| Best Accuracy: 88.63]
[Epoch: 27| Loss: 0.3438| Accuracy: 88.73| Best Accuracy: 88.73]
[Epoch: 28| Loss: 0.3419| Accuracy: 88.77| Best Accuracy: 88.77]
[Epoch: 29| Loss: 0.3400| Accuracy: 88.80| Best Accuracy: 88.80]
[Epoch: 30| Loss: 0.3383| Accuracy: 88.84| Best Accuracy: 88.84]
[Epoch: 31| Loss: 0.3366| Accuracy: 88.84| Best Accuracy: 88.84]
[Epoch: 32| Loss: 0.3350| Accuracy: 88.80| Best Accuracy: 88.84]
[Epoch: 33| Loss: 0.3336| Accuracy: 88.80| Best Accuracy: 88.84]
[Epoch: 34| Loss: 0.3321| Accuracy: 88.87| Best Accuracy: 88.87]
[Epoch: 35| Loss: 0.3308| Accuracy: 88.94| Best Accuracy: 88.94]
[Epoch: 36| Loss: 0.3295| Accuracy: 88.94| Best Accuracy: 88.94]
[Epoch: 37| Loss: 0.3282| Accuracy: 88.94| Best Accuracy: 88.94]
[Epoch: 38| Loss: 0.3270| Accuracy: 88.94| Best Accuracy: 88.94]
[Epoch: 39| Loss: 0.3259| Accuracy: 88.90| Best Accuracy: 88.94]
[Epoch: 40| Loss: 0.3248| Accuracy: 88.87| Best Accuracy: 88.94]
[Epoch: 41| Loss: 0.3237| Accuracy: 88.87| Best Accuracy: 88.94]
[Epoch: 42| Loss: 0.3227| Accuracy: 88.90| Best Accuracy: 88.94]
[Epoch: 43| Loss: 0.3217| Accuracy: 89.01| Best Accuracy: 89.01]
